ClienteID,numero_compras,ingreso_total,ingreso_promedio,primera_compra,ultima_compra,ClienteNombre,GeneroCliente,EdadCliente,dias_desde_ultima_compra
1598,1,0.0,,,,Edgardo Lorenzo Calleja Camps,M,18,
1597,2,0.0,,,,Ester Mendoza Pinto,F,50,
1596,4,0.0,,,,Feliciano del Codina,M,22,
1595,1,0.0,,,,Mohamed Bernardo Azcona Prat,M,21,
1594,2,0.0,,,,Alberto Perelló-Serra,M,46,
1593,3,0.0,,,,Francisco Jose Briones Puig,M,38,
1592,1,0.0,,,,Aníbal Candelario Mariño Dueñas,M,37,
1591,3,0.0,,,,Salvador del Olivé,M,43,
1590,3,0.0,,,,Goyo Berenguer Torrent,M,49,
1589,4,0.0,,,,Raúl Vidal Diaz,M,35,
1588,1,0.0,,,,Balduino Prieto Valbuena,M,33,
1619,2,0.0,,,,Almudena Arce Chico,F,44,
1618,5,0.0,,,,Lorenzo Varela,M,49,
1617,5,0.0,,,,Agapito Polo Villegas,M,29,
1616,2,0.0,,,,Jose Ramón Soria Lopez,M,23,
1615,3,0.0,,,,Marisa Rebollo-Mendez,F,43,
1614,1,0.0,,,,Ester Arjona Iglesias,F,41,
1613,1,0.0,,,,Mar Alonso Larrañaga,F,27,
1612,1,0.0,,,,José Manuel Merino Alfonso,M,47,
1611,1,0.0,,,,Buenaventura Páez-Núñez,M,21,
1610,5,0.0,,,,Sigfrido Gutierrez Bermudez,M,23,
1609,2,0.0,,,,Juan Antonio Cazorla,M,39,
1608,2,0.0,,,,Cruz Busquets-Lago,M,48,
1607,4,0.0,,,,Paula Tena Serra,F,34,
1606,2,0.0,,,,Aníbal Moya,M,22,
1605,1,0.0,,,,Albino Seve Chaparro Mena,M,21,
1604,3,0.0,,,,Josué Vizcaíno,M,50,
1635,1,0.0,,,,Severiano Espinosa Fuentes,M,20,
1634,1,0.0,,,,Vicente del Sanchez,M,19,
1633,2,0.0,,,,Efraín Manu Villalba Vendrell,M,24,
1632,3,0.0,,,,Omar Lobo Roura,M,24,
1631,2,0.0,,,,Eufemia Quesada Cañizares,F,41,
1630,3,0.0,,,,Adelardo Castellanos Ugarte,M,28,
1629,2,0.0,,,,Anselmo del Arenas,M,34,
1628,1,0.0,,,,Olimpia del Porcel,F,35,
1627,1,0.0,,,,Eutropio Isidoro Amaya Botella,M,29,
1626,2,0.0,,,,Águeda Ibáñez,F,41,
1625,2,0.0,,,,Telmo Santamaría-Rosell,M,48,
1624,2,0.0,,,,Beatriz Jordán Moraleda,F,19,
1623,2,0.0,,,,Cecilia Molins Mata,F,36,
1622,2,0.0,,,,Aureliano Plana Rodríguez,M,42,
1621,1,0.0,,,,Raimundo Galiano Flor,M,47,
1620,3,0.0,,,,Ximena Hierro,F,45,
1651,3,0.0,,,,Magdalena Juliana Baena Oller,F,37,
1650,5,0.0,,,,Gregorio de Mena,M,42,
1649,1,0.0,,,,Jose Durán Guijarro,M,21,
1648,1,0.0,,,,Lupita Villa Peñas,F,29,
1647,2,0.0,,,,Lucas Vélez-Calatayud,M,35,
1646,1,0.0,,,,Hipólito Rodriguez Gabaldón,M,39,
1645,5,0.0,,,,Fabio Cánovas Arnau,M,26,
1644,2,0.0,,,,Matilde Fernández-Salvà,F,27,
1643,1,0.0,,,,Corona Núñez-Elorza,F,38,
1642,3,0.0,,,,Cosme Cortes Estevez,M,27,
1641,2,0.0,,,,Berto Hernández Donaire,M,41,
1640,5,0.0,,,,Alfredo Guijarro-Tejada,M,18,
1639,2,0.0,,,,Sergio Camilo Barba Fonseca,M,22,
1638,2,0.0,,,,Teófilo Pineda Vallés,M,31,
1637,2,0.0,,,,Jacobo Castells Barrio,M,45,
1636,2,0.0,,,,Atilio Leiva,M,30,
1667,1,0.0,,,,Marcela Velázquez Río,F,19,
1666,2,0.0,,,,Victoria Capdevila Cid,F,43,
1665,2,0.0,,,,Dorita Noguera Sancho,F,22,
1664,1,0.0,,,,Candelario Cornelio Mate Pons,M,29,
1663,1,0.0,,,,Lino Saavedra-Morales,M,22,
1662,2,0.0,,,,Lalo Iñiguez Tamayo,M,19,
1661,4,0.0,,,,Natalio Salas Navarrete,M,42,
1660,2,0.0,,,,Rosalva Adelia Garmendia Giner,F,25,
1659,1,0.0,,,,Lourdes Reguera Castells,F,26,
1658,1,0.0,,,,Sancho Marín Barco,M,21,
1657,3,0.0,,,,Hermenegildo Sarabia Salvà,M,48,
1656,3,0.0,,,,Rafa Maza Salinas,M,44,
1655,1,0.0,,,,Jacinto Simó Saldaña,M,19,
1654,2,0.0,,,,Toño Mayol Fernández,M,47,
1653,4,0.0,,,,Celestino Olivera Buendía,M,31,
1652,3,0.0,,,,Edmundo del Sola,M,27,
1683,1,0.0,,,,Fabio de Vicens,M,50,
1682,2,0.0,,,,Itziar Carro Almansa,F,33,
1681,1,0.0,,,,Jonatan Fiol Tomás,M,40,
1680,2,0.0,,,,Fermín Hernandez Caballero,M,36,
1679,3,0.0,,,,Morena Duran Paz,F,35,
1678,3,0.0,,,,Cristian Vizcaíno Borja,M,45,
1677,3,0.0,,,,Juliana Molina Sureda,F,23,
1676,1,0.0,,,,Ignacia de Zorrilla,F,50,
1675,1,0.0,,,,Gema Portero Boix,F,22,
1674,3,0.0,,,,Isaac Aragonés Mateo,M,25,
1673,3,0.0,,,,Vito Vila Crespi,M,49,
1672,3,0.0,,,,Francisca Trujillo Pinilla,F,30,
1671,2,0.0,,,,Marc Rivas Salgado,M,22,
1670,2,0.0,,,,Jorge Páez Araujo,M,45,
1669,1,0.0,,,,Estela Álamo Camino,F,39,
1668,3,0.0,,,,Juanita Castro-Haro,F,31,
1699,2,0.0,,,,Francisco Miranda,M,24,
1698,3,0.0,,,,Soraya Uriarte Suárez,F,22,
1697,2,0.0,,,,Pastor Tapia Blazquez,M,40,
1696,3,0.0,,,,Carina del Jerez,F,35,
1695,2,0.0,,,,Salomón de Alcalá,M,21,
1694,4,0.0,,,,Dominga Duran,F,36,
1693,3,0.0,,,,Lucho Basilio Vilar Báez,M,41,
1692,1,0.0,,,,Etelvina Pinedo Guzman,F,30,
1691,1,0.0,,,,Fausto Salazar Cañas,M,46,
1690,1,0.0,,,,Alcides Soria-Delgado,M,24,
1689,1,0.0,,,,Wálter Alcántara Ripoll,M,42,
1688,1,0.0,,,,Rufino Casado,M,23,
1687,1,0.0,,,,Emilia Antonia Ferrándiz Pacheco,F,32,
1686,2,0.0,,,,Nazario Zamorano Macias,M,22,
1685,2,0.0,,,,Miguel Ángel Mena Carlos,M,19,
1684,3,0.0,,,,Eva María del Mena,F,19,
1715,1,0.0,,,,Josep Tejedor Santamaria,M,25,
1714,1,0.0,,,,José María Acuña Delgado,M,45,
1713,1,0.0,,,,Lorenzo Pina Vélez,M,47,
1712,2,0.0,,,,Urbano de Leal,M,41,
1711,3,0.0,,,,Gaspar Manuel Guerrero,M,46,
1710,1,0.0,,,,Flavio Tovar Cerezo,M,29,
1709,3,0.0,,,,León Vázquez Río,M,33,
1708,1,0.0,,,,Visitación Gaya Canals,F,29,
1707,2,0.0,,,,Danilo Cueto Rovira,M,25,
1706,3,0.0,,,,León Valcárcel Escalona,M,40,
1705,3,0.0,,,,Rafael Hervia,M,42,
1704,3,0.0,,,,Telmo Segarra,M,40,
1703,2,0.0,,,,Simón Collado Múgica,M,35,
1702,1,0.0,,,,Elisa Águila Torrens,F,34,
1701,3,0.0,,,,Isidoro Aramburu Novoa,M,48,
1700,1,0.0,,,,Custodio Barral Mancebo,M,42,
1731,1,0.0,,,,Vasco Avilés,M,35,
1730,2,0.0,,,,Clemente Nebot Manso,M,21,
1729,2,0.0,,,,Francisco Jose Escrivá Plana,M,31,
1728,2,0.0,,,,Nicanor Nogueira Barragán,M,46,
1727,1,0.0,,,,Maricruz Malo Mayol,F,42,
1726,1,0.0,,,,Paula Pascual Heras,F,24,
1725,2,0.0,,,,Federico Nacho Zabaleta Villaverde,M,36,
1724,2,0.0,,,,Antonia de Escamilla,F,22,
1723,1,0.0,,,,Florina Prieto-Vilaplana,F,38,
1722,3,0.0,,,,Gracia Soler Arregui,F,37,
1721,2,0.0,,,,Santiago Girona-Benavent,M,51,
1720,4,0.0,,,,Trinidad Losada Malo,M,43,
1719,1,0.0,,,,Nayara Iglesias Hoyos,F,28,
1718,1,0.0,,,,Martín de Porta,M,42,
1717,1,0.0,,,,Calisto Sanchez Menendez,M,43,
1716,3,0.0,,,,Bonifacio Vázquez,M,41,
1747,5,0.0,,,,Nilo Feliu,M,31,
1746,4,0.0,,,,Miguel Acosta Clavero,M,34,
1745,2,0.0,,,,Hernando de Gárate,M,49,
1744,2,0.0,,,,Jose Antonio Ferreras Roda,M,21,
1743,2,0.0,,,,Aurelio Hoz Roselló,M,41,
1742,2,0.0,,,,Yaiza Flores Alcántara,F,21,
1741,1,0.0,,,,Candelas Pozo Torrecilla,F,40,
1740,3,0.0,,,,Olimpia Sanjuan Nieto,F,38,
1739,1,0.0,,,,Joaquín Seco Rico,M,33,
1738,1,0.0,,,,Herminia de Briones,F,37,
1737,1,0.0,,,,Nicolás Fábregas Varela,M,43,
1736,1,0.0,,,,Lorenza Apolonia Barba Caballero,F,36,
1735,3,0.0,,,,Ignacio Guzmán Cañete,M,42,
1734,1,0.0,,,,Mariano Tapia Riba,M,43,
1733,2,0.0,,,,Bautista de Méndez,M,43,
1732,1,0.0,,,,Nicolás Pablo,M,18,
1763,1,0.0,,,,Natalia Ledesma Contreras,F,35,
1762,1,0.0,,,,Olimpia Salgado Casanova,F,24,
1761,4,0.0,,,,Matías Sobrino Giménez,M,49,
1760,4,0.0,,,,Buenaventura Hervás Anaya,M,31,
1759,2,0.0,,,,Kike Montenegro Piñeiro,M,43,
1758,3,0.0,,,,Néstor del Cañete,M,26,
1757,1,0.0,,,,Flavia Figueroa,F,51,
1756,2,0.0,,,,Alfredo Ortuño Carpio,M,44,
1755,6,0.0,,,,Fulgencio Pazos Molins,M,34,
1754,2,0.0,,,,Florentino Sanabria,M,49,
1753,1,0.0,,,,Mariano Artigas-Morell,M,46,
1752,1,0.0,,,,Angélica de Tapia,F,40,
1751,1,0.0,,,,Marino Gallardo Tello,M,45,
1750,2,0.0,,,,Rolando Alarcón Lopez,M,32,
1749,3,0.0,,,,Gonzalo de Martín,M,40,
1748,5,0.0,,,,Evita Sainz,F,27,
1779,3,0.0,,,,Gilberto Sanabria-Mora,M,50,
1778,2,0.0,,,,Germán Cañete Canales,M,49,
1777,1,0.0,,,,Reyes de Tejada,F,36,
1776,1,0.0,,,,Griselda del Ortuño,F,21,
1775,1,0.0,,,,Susanita Colomer Rosell,F,18,
1774,2,0.0,,,,Nicolasa Diez-Gomis,F,49,
1773,1,0.0,,,,Clemente Canales Vallejo,M,34,
1772,2,0.0,,,,Rolando Falcón Huguet,M,24,
1771,1,0.0,,,,Nacio Donaire Alcalá,M,35,
1770,1,0.0,,,,Joaquín Infante Castro,M,49,
1769,5,0.0,,,,Valeria Bernad Sarabia,F,25,
1768,3,0.0,,,,Primitivo del Ferrero,M,18,
1767,4,0.0,,,,Renato Roda Perez,M,36,
1766,3,0.0,,,,Natividad Villanueva-Morán,F,26,
1765,3,0.0,,,,Judith Angelita Vallés Alba,F,39,
1764,2,0.0,,,,Clemente Pinto Marin,M,50,
1795,1,0.0,,,,Raúl Hernandez Díez,M,45,
1794,2,0.0,,,,Samuel Gallego Planas,M,30,
1793,1,0.0,,,,Néstor Samuel Ríos Porcel,M,33,
1792,1,0.0,,,,Adelardo Parejo Puga,M,32,
1791,1,0.0,,,,Segismundo Corominas Laguna,M,23,
1790,1,0.0,,,,Juan Bautista Sandoval Bolaños,M,48,
1789,1,0.0,,,,Marisa Ibañez,F,19,
1788,6,0.0,,,,Norberto Bosch,M,25,
1787,2,0.0,,,,José Ángel Francisco Mayol,M,42,
1786,2,0.0,,,,Felix Jordá Garmendia,M,50,
1785,2,0.0,,,,Amílcar Barral,M,24,
1784,3,0.0,,,,Vicenta Moreno Royo,F,25,
1783,3,0.0,,,,Luís de Menéndez,M,51,
1782,3,0.0,,,,Valero Riba Anaya,M,23,
1781,2,0.0,,,,Américo Posada Pallarès,M,44,
1780,3,0.0,,,,Calista del Soler,F,38,
1811,3,0.0,,,,Javier Tejero-Priego,M,36,
1810,2,0.0,,,,Amaya Bartolomé,F,35,
1809,6,0.0,,,,Maxi Milla Aznar,M,18,
1808,3,0.0,,,,Inmaculada de Huertas,F,46,
1807,3,0.0,,,,Tristán Bautista Raya,M,34,
1806,2,0.0,,,,Zacarías de Arroyo,M,33,
1805,3,0.0,,,,Aroa Úrsula Carrillo Escamilla,F,23,
1804,2,0.0,,,,Félix Saavedra,M,31,
1803,3,0.0,,,,Luna de Cuevas,F,20,
1802,1,0.0,,,,Sebastian Nicolás Arroyo Yáñez,M,26,
1801,3,0.0,,,,Aristides Cerezo Aguiló,M,46,
1800,1,0.0,,,,Simón Casado,M,36,
1799,3,0.0,,,,Cornelio Ramiro Tormo Donaire,M,28,
1798,4,0.0,,,,Felicidad Fabregat,F,38,
1797,1,0.0,,,,Valentín Orozco Cobos,M,44,
1796,1,0.0,,,,Palmira Neira Losada,F,43,
1827,3,0.0,,,,Candela Carrión Rey,F,30,
1826,5,0.0,,,,Rosario Maldonado Olmo,F,30,
1825,1,0.0,,,,Angélica Bustos-Mayoral,F,45,
1824,2,0.0,,,,Aníbal Gervasio Ribera Aguado,M,18,
1823,2,0.0,,,,Adalberto Domingo Tejero,M,38,
1822,3,0.0,,,,Ximena Pereira Salvador,F,44,
1821,1,0.0,,,,Anabel Menendez,F,49,
1820,3,0.0,,,,Plinio Oliva-Almansa,M,44,
1819,1,0.0,,,,Natalio Pujadas Roman,M,50,
1818,3,0.0,,,,Natanael Heras Sanmartín,M,19,
1817,1,0.0,,,,Pedro de Hervás,M,29,
1816,3,0.0,,,,Baudelio Borja Pallarès,M,27,
1815,2,0.0,,,,Lourdes de Guardiola,F,32,
1814,1,0.0,,,,Griselda Crespo Cerdán,F,23,
1813,3,0.0,,,,León Roman Páez,M,20,
1812,3,0.0,,,,Verónica Carolina Durán Suárez,F,23,
1843,1,0.0,,,,Óscar Rocamora,M,24,
1842,2,0.0,,,,Fito Ballester Rios,M,25,
1841,3,0.0,,,,Ariel Baena Piquer,M,47,
1840,2,0.0,,,,Santos Salom Riquelme,M,32,
1839,3,0.0,,,,Artemio Alfonso Reig,M,37,
1838,1,0.0,,,,Tito Chamorro,M,36,
1837,4,0.0,,,,Marisa Mariscal Pareja,F,26,
1836,1,0.0,,,,Baltasar Jiménez Zaragoza,M,29,
1835,1,0.0,,,,Adora Gonzalez-Rocamora,F,30,
1834,4,0.0,,,,Petrona Elorza-Alonso,F,36,
1833,2,0.0,,,,Leocadio Bonet Ródenas,M,22,
1832,3,0.0,,,,Ignacio Gallart Jáuregui,M,48,
1831,1,0.0,,,,Dorotea Reyes Larrañaga Ruano,F,29,
1830,2,0.0,,,,Graciana Batalla Feliu,F,47,
1829,1,0.0,,,,Cornelio David Cobos Font,M,34,
1828,3,0.0,,,,Nico Valentín Cantero Briones,M,40,
1859,4,0.0,,,,Lilia Maribel Arribas Tena,F,51,
1858,3,0.0,,,,Carmelo Acedo Santiago,M,40,
1857,4,0.0,,,,Bibiana Coello Gracia,F,27,
1856,3,0.0,,,,Ruy Miranda Vilar,M,45,
1855,1,0.0,,,,Evelia Corral Escrivá,F,43,
1854,1,0.0,,,,Samu Lozano,M,18,
1853,2,0.0,,,,Marcial Carro Yáñez,M,24,
1852,3,0.0,,,,Jose Manuel Campillo,M,35,
1851,1,0.0,,,,Bonifacio Casas-Ferrández,M,47,
1850,3,0.0,,,,César Cerro Clemente,M,27,
1849,3,0.0,,,,Felix Garay Márquez,M,19,
1848,2,0.0,,,,Fabio Castell-Piña,M,51,
1847,2,0.0,,,,Teófila Ramón,F,22,
1846,4,0.0,,,,Gema Ropero Peñalver,F,38,
1845,3,0.0,,,,Delia Salmerón Palmer,F,45,
1844,1,0.0,,,,Manolo Garcés Guitart,M,42,
1875,1,0.0,,,,Zacarías Pulido Vives,M,43,
1874,3,0.0,,,,Martirio Izaguirre Amat,F,41,
1873,3,0.0,,,,Xiomara Pont Morán,F,47,
1872,2,0.0,,,,Telmo Romero,M,45,
1871,2,0.0,,,,Rufina Nidia Falcó Lladó,F,40,
1870,6,0.0,,,,Vicenta Losada,F,34,
1869,1,0.0,,,,Urbano Benavides Botella,M,23,
1868,1,0.0,,,,Rubén de Almansa,M,46,
1867,2,0.0,,,,Rosario Valera,M,49,
1866,1,0.0,,,,Manolo Cuervo Valcárcel,M,50,
1865,3,0.0,,,,Soledad Viviana Figuerola Mesa,F,42,
1864,4,0.0,,,,Pelayo Conesa-Leon,M,43,
1863,2,0.0,,,,Pablo Vizcaíno Aragonés,M,40,
1862,1,0.0,,,,Lope Catalá Torrijos,M,48,
1861,2,0.0,,,,Jacinto Iglesia,M,21,
1860,3,0.0,,,,Estela Rufina Heras Diaz,F,32,
1891,1,0.0,,,,Mario Sancho Miranda,M,42,
1890,3,0.0,,,,Silvestre Amor Perelló Ortuño,M,47,
1889,1,0.0,,,,Cloe Quintero Bejarano,F,18,
1888,2,0.0,,,,Ezequiel Manrique Llorente,M,23,
1887,1,0.0,,,,María Teresa Valentín Ibáñez,F,39,
1886,1,0.0,,,,Rafael Roda,M,24,
1885,4,0.0,,,,Cosme de Talavera,M,40,
1884,2,0.0,,,,Javi Soler Vilalta,M,23,
1883,3,0.0,,,,Jose Antonio Oliva,M,33,
1882,2,0.0,,,,Miriam Luna Verdejo,F,38,
1881,1,0.0,,,,Ani Merino,F,38,
1880,3,0.0,,,,Cipriano de Arcos,M,35,
1879,3,0.0,,,,Albino Saturnino Salas Salgado,M,29,
1878,1,0.0,,,,Blas Salvà-Salazar,M,31,
1877,3,0.0,,,,Amarilis Vives Noriega,F,18,
1876,1,0.0,,,,Héctor Gallardo,M,29,
1907,3,0.0,,,,Albina Jacinta Izaguirre Goñi,F,20,
1906,5,0.0,,,,Íñigo Hernández Vilaplana,M,47,
1905,3,0.0,,,,Zacarías Segura Cerro,M,20,
1904,4,0.0,,,,Amarilis Gálvez-Villalonga,F,28,
1903,2,0.0,,,,Óscar Barrena-Lerma,M,20,
1902,1,0.0,,,,Gustavo Mayol Ochoa,M,51,
1901,1,0.0,,,,Martín del Garay,M,36,
1900,1,0.0,,,,Pedro del Cañellas,M,20,
1899,1,0.0,,,,David Portillo Cano,M,29,
1898,4,0.0,,,,Victor Manuel Aureliano Elorza Vélez,M,23,
1897,1,0.0,,,,Adrián Soria-Campos,M,40,
1896,2,0.0,,,,Roxana Ferrándiz Villa,F,24,
1895,3,0.0,,,,Horacio José Luis Azcona Salgado,M,29,
1894,3,0.0,,,,Espiridión Tamarit-Barral,M,35,
1893,4,0.0,,,,Quique Barbero Miralles,M,34,
1892,3,0.0,,,,Casemiro Feliu Moles,M,41,
1923,3,0.0,,,,Dimas Cases Tovar,M,36,
1922,4,0.0,,,,Cristian Pina Sarmiento,M,22,
1921,1,0.0,,,,Jerónimo Gálvez,M,48,
1920,4,0.0,,,,Micaela Benavides Portero,F,48,
1919,1,0.0,,,,Esteban del Parra,M,42,
1918,1,0.0,,,,Trinidad Ruano,M,30,
1917,4,0.0,,,,Custodio Talavera Almeida,M,33,
1916,2,0.0,,,,Anselma Barberá Romero,F,24,
1915,2,0.0,,,,Xiomara María Carmen Iniesta Palacios,F,32,
1914,3,0.0,,,,Rosaura Teófila Roig Gámez,F,26,
1913,3,0.0,,,,Cosme Alba Quintero,M,32,
1912,2,0.0,,,,Vidal Hoz Bellido,M,45,
1911,3,0.0,,,,Eustaquio Céspedes Pujadas,M,21,
1910,2,0.0,,,,Brunilda de Lucena,F,48,
1909,1,0.0,,,,Ceferino Clemente Báez,M,28,
1908,4,0.0,,,,Paca Piñeiro Iglesia,F,46,
1939,3,0.0,,,,Rodolfo Alejandro Fernandez Almagro,M,20,
1938,2,0.0,,,,Aitor Arribas Ros,M,26,
1937,2,0.0,,,,Constanza Xiomara Suarez Perelló,F,50,
1936,1,0.0,,,,Graciela Expósito Nogués,F,30,
1935,2,0.0,,,,Carina Girona,F,20,
1934,3,0.0,,,,Soraya Redondo Estévez,F,26,
1933,1,0.0,,,,Joaquina Perla Vara Marin,F,51,
1932,2,0.0,,,,Jose Manuel Beltrán Baños,M,41,
1931,3,0.0,,,,Juan Francisco de Ortiz,M,38,
1930,1,0.0,,,,Diana Rivera,F,22,
1929,1,0.0,,,,Sergio Blasco Moraleda,M,19,
1928,3,0.0,,,,Aitor Araujo Mancebo,M,42,
1927,4,0.0,,,,Wilfredo Piñol Espejo,M,49,
1926,1,0.0,,,,Celia de Mir,F,24,
1925,2,0.0,,,,Agustín Bilbao Botella,M,21,
1924,3,0.0,,,,Susana Mármol Mayoral,F,42,
1955,2,0.0,,,,Rafa del Benet,M,23,
1954,3,0.0,,,,Clemente Luna,M,48,
1953,2,0.0,,,,Reyna Marco Andrés,F,41,
1952,1,0.0,,,,Luis Nogués-Daza,M,38,
1951,2,0.0,,,,Marcela Ropero Cañas,F,49,
1950,2,0.0,,,,Dulce Samper Andrade,F,33,
1949,2,0.0,,,,Gala Collado Sanabria,F,19,
1948,4,0.0,,,,Hernando Marciano Guijarro Llorente,M,37,
1947,1,0.0,,,,Fabricio Ortuño,M,48,
1946,1,0.0,,,,Concha Sosa-Madrid,F,23,
1945,3,0.0,,,,Wilfredo Guardia,M,41,
1944,4,0.0,,,,María José Ágata Amigó Chacón,F,36,
1943,3,0.0,,,,Zoraida Alvarado Pastor,F,51,
1942,1,0.0,,,,Nidia Alcolea Borja,F,34,
1941,4,0.0,,,,Eligio Carballo Fábregas,M,22,
1940,1,0.0,,,,Carmelita Jerez,F,34,
1971,2,0.0,,,,Dan Higueras Coca,M,45,
1970,1,0.0,,,,Ernesto Bastida-Novoa,M,26,
1969,2,0.0,,,,Régulo Bermúdez Echevarría,M,34,
1968,1,0.0,,,,Balduino Adán Bernal,M,25,
1967,4,0.0,,,,Leire Ileana Abella Feijoo,F,45,
1966,2,0.0,,,,Palmira Benitez Sales,F,34,
1965,2,0.0,,,,César Riba Ortega,M,37,
1964,1,0.0,,,,Sabas Aznar Ballester,M,50,
1963,2,0.0,,,,Mariana Espejo Vargas,F,46,
1962,2,0.0,,,,Ale Solano Pelayo,M,31,
1961,2,0.0,,,,Delfina Elorza,F,38,
1960,2,0.0,,,,Ángel de Criado,M,45,
1959,1,0.0,,,,Diego Cervera Tenorio,M,43,
1958,4,0.0,,,,Dimas Sancho-Jordá,M,43,
1957,1,0.0,,,,Ascensión de Contreras,F,30,
1956,1,0.0,,,,Nicanor Palomares Bayón,M,43,
1987,2,0.0,,,,Telmo Morcillo-Ferrer,M,23,
1986,3,0.0,,,,Bernardo Porfirio Luque Riba,M,38,
1985,1,0.0,,,,Hector Fernandez Abella,M,38,
1984,1,0.0,,,,José Antonio Jove Calderon,M,38,
1983,2,0.0,,,,Sandalio Reig-Olivé,M,31,
1982,4,0.0,,,,Calixto Morán,M,49,
1981,4,0.0,,,,Juanito de Menendez,M,19,
1980,6,0.0,,,,Juan Pablo Atienza Padilla,M,27,
1979,3,0.0,,,,Paz de Piñol,F,31,
1978,2,0.0,,,,Mireia del Roman,F,20,
1977,2,0.0,,,,Silvestre Fabra Conesa,M,43,
1976,1,0.0,,,,Francisco Javier de Vilalta,M,22,
1975,1,0.0,,,,Vito Figueroa Osuna,M,30,
1974,2,0.0,,,,Diego Castells Crespi,M,47,
1973,1,0.0,,,,Ruperto Paredes Peinado,M,39,
1972,1,0.0,,,,Manuel del Andres,M,50,
2003,1,0.0,,,,Dafne de Casanovas,F,38,
2002,1,0.0,,,,Sandalio Maza Osorio,M,31,
2001,1,0.0,,,,Ignacia Arjona-Bustamante,F,48,
2000,1,0.0,,,,María Luisa Vallés Rueda,F,20,
1999,3,0.0,,,,Nadia Solano Sarabia,F,36,
1998,1,0.0,,,,Pastora Valverde-Serrano,F,27,
1997,1,0.0,,,,Cayetana Hoz Castilla,F,26,
1996,3,0.0,,,,Josep Franco,M,20,
1995,2,0.0,,,,Rafa del Sedano,M,22,
1994,2,0.0,,,,Marino Carrasco,M,19,
1993,2,0.0,,,,Susana Costa Mínguez,F,28,
1992,2,0.0,,,,Ágata Blasco Andrade,F,43,
1991,1,0.0,,,,Epifanio Andrés Olivera Marqués,M,30,
1990,3,0.0,,,,Emma Santos Vilanova,F,37,
1989,2,0.0,,,,Edu Serna Ibarra,M,28,
1988,3,0.0,,,,Rosalva Nevado Fuster,F,35,
2019,2,0.0,,,,Nico Octavio Cornejo Gomez,M,41,
2018,4,0.0,,,,Rafael Soriano Mateos,M,30,
2017,4,0.0,,,,Alberto Roman Casal,M,30,
2016,1,0.0,,,,Francisco Jose Nicolau Palomino,M,34,
2015,2,0.0,,,,Modesto Valero Acosta,M,26,
2014,2,0.0,,,,Francisco Figuerola Vallés,M,36,
2013,3,0.0,,,,Natanael Olivera Gomez,M,34,
2012,1,0.0,,,,Atilio de Pujol,M,24,
2011,2,0.0,,,,Carmina Fabregat Morante,F,19,
2010,2,0.0,,,,Jose Francisco del Martínez,M,42,
2009,2,0.0,,,,Ulises Milla Flor,M,30,
2008,3,0.0,,,,Baltasar Iriarte-Velasco,M,49,
2007,1,0.0,,,,Victoriano Julián,M,44,
2006,3,0.0,,,,Jerónimo Rozas Acedo,M,25,
2005,1,0.0,,,,Gerardo Pombo Lledó,M,24,
2004,1,0.0,,,,Baltasar Cáceres-Abascal,M,20,
2035,4,0.0,,,,María Del Carmen Almagro Alcántara,F,36,
2034,3,0.0,,,,Adelardo Cerezo Gras,M,39,
2033,4,0.0,,,,Quirino Lago Arellano,M,33,
2032,4,0.0,,,,Blas Jaén Álamo,M,19,
2031,3,0.0,,,,Manuelita Melero Cerdán,F,39,
2030,2,0.0,,,,Adrián Garzón-Carnero,M,21,
2029,2,0.0,,,,Ruy Ferrández,M,43,
2028,2,0.0,,,,Maximiliano Castejón,M,35,
2027,2,0.0,,,,Eric Ortiz Hidalgo,M,37,
2026,4,0.0,,,,Jordana Pazos Rocha,F,38,
2025,2,0.0,,,,Esther Velázquez Carbonell,F,48,
2024,2,0.0,,,,Régulo Solana Rosales,M,25,
2023,2,0.0,,,,Cristóbal de Losada,M,25,
2022,2,0.0,,,,Omar de Quiroga,M,32,
2021,2,0.0,,,,Vidal del Mariscal,M,25,
2020,2,0.0,,,,Remigio Crespo,M,22,
2051,6,0.0,,,,Luciano Crespi Manzanares,M,19,
2050,1,0.0,,,,José Antonio Lumbreras Izquierdo,M,48,
2049,4,0.0,,,,Angelina Prada Sancho,F,24,
2048,2,0.0,,,,Ruperta Atienza Mayo,F,33,
2047,2,0.0,,,,Francisca Malena Losada Fernández,F,24,
2046,1,0.0,,,,Sol Miguel Lastra,F,18,
2045,2,0.0,,,,Fabiola Jesusa Azorin Millán,F,32,
2044,1,0.0,,,,Paola Almagro,F,47,
2043,3,0.0,,,,María Teresa Valentín Frutos,F,35,
2042,2,0.0,,,,Toño Escolano Carvajal,M,35,
2041,3,0.0,,,,Santos Noriega,M,34,
2040,3,0.0,,,,Victorino Villalobos,M,44,
2039,2,0.0,,,,Salomón Sanmartín Arce,M,37,
2038,1,0.0,,,,Ceferino Dani Román Barreda,M,25,
2037,3,0.0,,,,Francisco Hugo Fabregat Anaya,M,44,
2036,4,0.0,,,,Bibiana Ferrán,F,43,
2067,2,0.0,,,,Nazaret Suarez Montaña,M,33,
2066,1,0.0,,,,Nacio Mancebo Jiménez,M,33,
2065,2,0.0,,,,Poncio Torres-Oliver,M,39,
2064,2,0.0,,,,Baltasar Baena Rivas,M,27,
2063,1,0.0,,,,Andrés Infante Barbero,M,28,
